part_id,hh_id,part_age,part_gender
999,Mo08HH999,7,M
1000,Mo08HH1000,7,F
1001,Mo08HH1001,7,M
1002,Mo08HH1002,7,F
1003,Mo08HH1003,7,F
1004,Mo08HH1004,7,F
1005,Mo08HH1005,7,F
1006,Mo08HH1006,7,M
1007,Mo08HH1007,7,M
1008,Mo08HH1008,6,M
1009,Mo08HH1009,6,M
1010,Mo08HH1010,6,F
1011,Mo08HH1011,6,M
1012,Mo08HH1012,6,F
1013,Mo08HH1013,6,F
1014,Mo08HH1014,6,M
1015,Mo08HH1015,6,F
1016,Mo08HH1016,6,M
1017,Mo08HH1017,6,M
1018,Mo08HH1018,6,M
1019,Mo08HH1019,6,F
1020,Mo08HH1020,6,M
1021,Mo08HH1021,6,F
1022,Mo08HH1022,6,M
1023,Mo08HH1023,5,M
1024,Mo08HH1024,5,M
1025,Mo08HH1025,5,F
1026,Mo08HH1026,5,M
1027,Mo08HH1027,5,M
1028,Mo08HH1028,5,M
1029,Mo08HH1029,5,F
1030,Mo08HH1030,5,F
1031,Mo08HH1031,5,F
1032,Mo08HH1032,5,M
1033,Mo08HH1033,5,M
1034,Mo08HH1034,5,F
1035,Mo08HH1035,5,F
1036,Mo08HH1036,5,F
1037,Mo08HH1037,5,F
1038,Mo08HH1038,5,F
1039,Mo08HH1039,5,M
1040,Mo08HH1040,5,F
1041,Mo08HH1041,5,F
1042,Mo08HH1042,5,M
1043,Mo08HH1043,5,M
1044,Mo08HH1044,5,M
1045,Mo08HH1045,5,M
1046,Mo08HH1046,5,
1047,Mo08HH1047,5,F
1048,Mo08HH1048,5,F
1049,Mo08HH1049,5,M
1050,Mo08HH1050,5,M
1051,Mo08HH1051,5,M
1052,Mo08HH1052,5,M
1053,Mo08HH1053,4,F
1054,Mo08HH1054,4,M
1055,Mo08HH1055,4,F
1056,Mo08HH1056,4,F
1057,Mo08HH1057,4,F
1058,Mo08HH1058,4,F
1059,Mo08HH1059,4,F
1060,Mo08HH1060,4,F
1061,Mo08HH1061,4,F
1062,Mo08HH1062,4,F
1063,Mo08HH1063,4,M
1064,Mo08HH1064,4,F
1065,Mo08HH1065,4,F
1066,Mo08HH1066,4,F
1067,Mo08HH1067,4,M
1068,Mo08HH1068,4,F
1069,Mo08HH1069,4,F
1070,Mo08HH1070,4,M
1071,Mo08HH1071,4,M
1072,Mo08HH1072,4,F
1073,Mo08HH1073,4,F
1074,Mo08HH1074,4,M
1075,Mo08HH1075,4,F
1076,Mo08HH1076,4,M
1077,Mo08HH1077,4,F
1078,Mo08HH1078,3,M
1079,Mo08HH1079,3,F
1080,Mo08HH1080,3,F
1081,Mo08HH1081,3,M
1082,Mo08HH1082,3,M
1083,Mo08HH1083,3,F
1084,Mo08HH1084,3,F
1085,Mo08HH1085,3,M
1086,Mo08HH1086,3,F
1087,Mo08HH1087,3,M
1088,Mo08HH1088,3,M
1089,Mo08HH1089,3,F
1090,Mo08HH1090,3,M
1091,Mo08HH1091,3,F
1092,Mo08HH1092,3,M
1093,Mo08HH1093,3,M
1094,Mo08HH1094,3,
1095,Mo08HH1095,3,F
1096,Mo08HH1096,3,F
1097,Mo08HH1097,3,F
1098,Mo08HH1098,3,F
1099,Mo08HH1099,2,F
1100,Mo08HH1100,2,F
1101,Mo08HH1101,2,M
1102,Mo08HH1102,2,F
1103,Mo08HH1103,2,F
1104,Mo08HH1104,2,M
1105,Mo08HH1105,2,F
1106,Mo08HH1106,2,M
1107,Mo08HH1107,2,M
1108,Mo08HH1108,2,F
1109,Mo08HH1109,2,F
1110,Mo08HH1110,2,M
1111,Mo08HH1111,2,F
1112,Mo08HH1112,2,F
1113,Mo08HH1113,2,F
1114,Mo08HH1114,2,F
1115,Mo08HH1115,2,F
1116,Mo08HH1116,1,M
1117,Mo08HH1117,1,M
1118,Mo08HH1118,1,F
1119,Mo08HH1119,1,M
1120,Mo08HH1120,1,F
1121,Mo08HH1121,1,F
1122,Mo08HH1122,1,M
1123,Mo08HH1123,1,F
1124,Mo08HH1124,1,M
1125,Mo08HH1125,1,F
1126,Mo08HH1126,1,M
1127,Mo08HH1127,0,M
1128,Mo08HH1128,0,F
1129,Mo08HH1129,0,M
1130,Mo08HH1130,0,F
1131,Mo08HH1131,0,F
1132,Mo08HH1132,0,M
1133,Mo08HH1133,0,M
1134,Mo08HH1134,0,F
1135,Mo08HH1135,0,M
1136,Mo08HH1136,0,F
1137,Mo08HH1137,0,M
1138,Mo08HH1138,0,M
1139,Mo08HH1139,0,M
1140,Mo08HH1140,,
1141,Mo08HH1141,,
1142,Mo08HH1142,,
1143,Mo08HH1143,19,F
1144,Mo08HH1144,20,F
1145,Mo08HH1145,16,F
1146,Mo08HH1146,17,F
1147,Mo08HH1147,64,F
1148,Mo08HH1148,36,M
1149,Mo08HH1149,61,M
1150,Mo08HH1150,65,F
1151,Mo08HH1151,44,M
1152,Mo08HH1152,64,M
1153,Mo08HH1153,34,M
1154,Mo08HH1154,61,M
1155,Mo08HH1155,85,F
1156,Mo08HH1156,29,M
1157,Mo08HH1157,56,M
1158,Mo08HH1158,44,M
1159,Mo08HH1159,58,F
1160,Mo08HH1160,67,M
1161,Mo08HH1161,72,M
1162,Mo08HH1162,65,M
1163,Mo08HH1163,41,M
1164,Mo08HH1164,62,F
1165,Mo08HH1165,45,F
1166,Mo08HH1166,42,F
1167,Mo08HH1167,36,M
1168,Mo08HH1168,15,M
1169,Mo08HH1169,48,F
1170,Mo08HH1170,47,F
1171,Mo08HH1171,77,F
1172,Mo08HH1172,27,F
1173,Mo08HH1173,59,F
1174,Mo08HH1174,46,F
1175,Mo08HH1175,25,F
1176,Mo08HH1176,32,M
1177,Mo08HH1177,28,F
1178,Mo08HH1178,56,M
1179,Mo08HH1179,65,M
1180,Mo08HH1180,46,M
1181,Mo08HH1181,42,F
1182,Mo08HH1182,44,F
1183,Mo08HH1183,59,M
1184,Mo08HH1184,33,F
1185,Mo08HH1185,55,F
1186,Mo08HH1186,39,F
1187,Mo08HH1187,53,F
1188,Mo08HH1188,14,F
1189,Mo08HH1189,30,M
1190,Mo08HH1190,41,M
1191,Mo08HH1191,18,M
1192,Mo08HH1192,39,F
1193,Mo08HH1193,32,F
1194,Mo08HH1194,51,F
1195,Mo08HH1195,66,F
1196,Mo08HH1196,69,F
1197,Mo08HH1197,15,F
1198,Mo08HH1198,48,F
1199,Mo08HH1199,35,F
1200,Mo08HH1200,48,F
1201,Mo08HH1201,45,M
1202,Mo08HH1202,76,F
1203,Mo08HH1203,58,F
1204,Mo08HH1204,,F
1205,Mo08HH1205,19,F
1206,Mo08HH1206,18,M
1207,Mo08HH1207,40,F
1208,Mo08HH1208,65,F
1209,Mo08HH1209,54,F
1210,Mo08HH1210,40,F
1211,Mo08HH1211,14,M
1212,Mo08HH1212,35,F
1213,Mo08HH1213,35,F
1214,Mo08HH1214,42,F
1215,Mo08HH1215,47,F
1216,Mo08HH1216,40,F
1217,Mo08HH1217,49,F
1218,Mo08HH1218,60,F
1219,Mo08HH1219,24,F
1220,Mo08HH1220,66,F
1221,Mo08HH1221,40,F
1222,Mo08HH1222,17,F
1223,Mo08HH1223,65,F
1224,Mo08HH1224,62,F
1225,Mo08HH1225,15,M
1226,Mo08HH1226,27,F
1227,Mo08HH1227,44,M
1228,Mo08HH1228,,
1229,Mo08HH1229,34,F
1230,Mo08HH1230,65,M
1231,Mo08HH1231,33,M
1232,Mo08HH1232,51,M
1233,Mo08HH1233,50,M
1234,Mo08HH1234,47,M
1235,Mo08HH1235,52,M
1236,Mo08HH1236,22,F
1237,Mo08HH1237,22,F
1238,Mo08HH1238,45,F
1239,Mo08HH1239,57,M
1240,Mo08HH1240,26,F
1241,Mo08HH1241,26,F
1242,Mo08HH1242,32,F
1243,Mo08HH1243,50,M
1244,Mo08HH1244,60,F
1245,Mo08HH1245,38,M
1246,Mo08HH1246,38,F
1247,Mo08HH1247,50,F
1248,Mo08HH1248,42,F
1249,Mo08HH1249,52,F
1250,Mo08HH1250,55,M
1251,Mo08HH1251,58,M
1252,Mo08HH1252,67,M
1253,Mo08HH1253,62,M
1254,Mo08HH1254,70,M
1255,Mo08HH1255,62,M
1256,Mo08HH1256,74,M
1257,Mo08HH1257,20,M
1258,Mo08HH1258,33,F
1259,Mo08HH1259,70,F
1260,Mo08HH1260,41,F
1261,Mo08HH1261,55,M
1262,Mo08HH1262,19,F
1263,Mo08HH1263,22,F
1264,Mo08HH1264,67,M
1265,Mo08HH1265,48,M
1266,Mo08HH1266,40,F
1267,Mo08HH1267,53,M
1268,Mo08HH1268,65,M
1269,Mo08HH1269,66,M
1270,Mo08HH1270,51,M
1271,Mo08HH1271,52,M
1272,Mo08HH1272,21,M
1273,Mo08HH1273,43,F
1274,Mo08HH1274,56,F
1275,Mo08HH1275,14,M
1276,Mo08HH1276,16,M
1277,Mo08HH1277,27,M
1278,Mo08HH1278,14,M
1279,Mo08HH1279,45,M
1280,Mo08HH1280,34,M
1281,Mo08HH1281,21,M
1282,Mo08HH1282,59,M
1283,Mo08HH1283,49,F
1284,Mo08HH1284,68,M
1285,Mo08HH1285,23,M
1286,Mo08HH1286,41,F
1287,Mo08HH1287,22,M
1288,Mo08HH1288,80,F
1289,Mo08HH1289,42,F
1290,Mo08HH1290,48,F
1291,Mo08HH1291,40,M
1292,Mo08HH1292,27,F
1293,Mo08HH1293,46,F
1294,Mo08HH1294,39,F
1295,Mo08HH1295,52,F
1296,Mo08HH1296,60,M
1297,Mo08HH1297,15,M
1298,Mo08HH1298,59,M
1299,Mo08HH1299,22,M
1300,Mo08HH1300,22,M
1301,Mo08HH1301,75,F
1302,Mo08HH1302,59,M
1303,Mo08HH1303,25,F
1304,Mo08HH1304,62,M
1305,Mo08HH1305,32,M
1306,Mo08HH1306,50,F
1307,Mo08HH1307,62,M
1308,Mo08HH1308,25,F
1309,Mo08HH1309,48,F
1310,Mo08HH1310,25,F
1311,Mo08HH1311,22,F
1312,Mo08HH1312,24,F
1313,Mo08HH1313,26,F
1314,Mo08HH1314,21,F
1315,Mo08HH1315,43,F
1316,Mo08HH1316,45,M
1317,Mo08HH1317,22,F
1318,Mo08HH1318,14,F
1319,Mo08HH1319,22,F
1320,Mo08HH1320,53,M
1321,Mo08HH1321,68,M
1322,Mo08HH1322,42,M
1323,Mo08HH1323,68,F
1324,Mo08HH1324,48,F
1325,Mo08HH1325,64,M
1326,Mo08HH1326,63,M
1327,Mo08HH1327,37,F
1328,Mo08HH1328,40,M
1329,Mo08HH1329,59,M
1330,Mo08HH1330,17,M
1331,Mo08HH1331,65,F
1332,Mo08HH1332,62,F
1333,Mo08HH1333,28,M
1334,Mo08HH1334,56,M
1335,Mo08HH1335,32,M
1336,Mo08HH1336,55,F
1337,Mo08HH1337,32,M
1338,Mo08HH1338,21,M
1339,Mo08HH1339,27,M
1340,Mo08HH1340,66,M
1341,Mo08HH1341,36,M
1342,Mo08HH1342,64,M
1343,Mo08HH1343,63,M
1344,Mo08HH1344,64,F
1345,Mo08HH1345,68,M
1346,Mo08HH1346,29,F
1347,Mo08HH1347,45,F
1348,Mo08HH1348,30,F
1349,Mo08HH1349,34,M
1350,Mo08HH1350,57,F
1351,Mo08HH1351,52,F
1352,Mo08HH1352,67,F
1353,Mo08HH1353,29,F
1354,Mo08HH1354,45,M
1355,Mo08HH1355,28,F
1356,Mo08HH1356,34,F
1357,Mo08HH1357,37,F
1358,Mo08HH1358,37,F
1359,Mo08HH1359,19,F
1360,Mo08HH1360,18,F
1361,Mo08HH1361,,
1362,Mo08HH1362,24,M
1363,Mo08HH1363,21,M
1364,Mo08HH1364,52,F
1365,Mo08HH1365,56,F
1366,Mo08HH1366,37,F
1367,Mo08HH1367,85,M
1368,Mo08HH1368,66,F
1369,Mo08HH1369,21,M
1370,Mo08HH1370,55,F
1371,Mo08HH1371,63,F
1372,Mo08HH1372,,
1373,Mo08HH1373,,
1374,Mo08HH1374,69,M
1375,Mo08HH1375,64,M
1376,Mo08HH1376,,
1377,Mo08HH1377,61,F
1378,Mo08HH1378,65,M
1379,Mo08HH1379,45,F
1380,Mo08HH1380,44,F
1381,Mo08HH1381,78,F
1382,Mo08HH1382,33,M
1383,Mo08HH1383,49,M
1384,Mo08HH1384,40,F
1385,Mo08HH1385,14,F
1386,Mo08HH1386,61,F
1387,Mo08HH1387,57,F
1388,Mo08HH1388,36,F
1389,Mo08HH1389,33,M
1390,Mo08HH1390,35,M
1391,Mo08HH1391,48,F
1392,Mo08HH1392,25,M
1393,Mo08HH1393,33,F
1394,Mo08HH1394,70,M
1395,Mo08HH1395,14,F
1396,Mo08HH1396,66,M
1397,Mo08HH1397,43,F
1398,Mo08HH1398,26,M
1399,Mo08HH1399,28,M
1400,Mo08HH1400,40,M
1401,Mo08HH1401,39,F
1402,Mo08HH1402,28,M
1403,Mo08HH1403,77,M
1404,Mo08HH1404,63,F
1405,Mo08HH1405,17,F
1406,Mo08HH1406,71,F
1407,Mo08HH1407,58,F
1408,Mo08HH1408,68,M
1409,Mo08HH1409,49,M
1410,Mo08HH1410,52,F
1411,Mo08HH1411,39,F
1412,Mo08HH1412,48,F
1413,Mo08HH1413,41,F
1414,Mo08HH1414,66,F
1415,Mo08HH1415,58,F
1416,Mo08HH1416,75,F
1417,Mo08HH1417,47,F
1418,Mo08HH1418,,
1419,Mo08HH1419,45,M
1420,Mo08HH1420,64,F
1421,Mo08HH1421,37,M
1422,Mo08HH1422,35,M
1423,Mo08HH1423,58,M
1424,Mo08HH1424,69,F
1425,Mo08HH1425,35,M
1426,Mo08HH1426,23,F
1427,Mo08HH1427,58,F
1428,Mo08HH1428,64,M
1429,Mo08HH1429,62,F
1430,Mo08HH1430,41,F
1431,Mo08HH1431,60,M
1432,Mo08HH1432,54,F
1433,Mo08HH1433,36,F
1434,Mo08HH1434,45,F
1435,Mo08HH1435,,
1436,Mo08HH1436,16,F
1437,Mo08HH1437,26,M
1438,Mo08HH1438,29,F
1439,Mo08HH1439,75,M
1440,Mo08HH1440,55,F
1441,Mo08HH1441,20,F
1442,Mo08HH1442,50,M
1443,Mo08HH1443,66,F
1444,Mo08HH1444,46,M
1445,Mo08HH1445,45,F
1446,Mo08HH1446,74,M
1447,Mo08HH1447,42,M
1448,Mo08HH1448,53,M
1449,Mo08HH1449,21,F
1450,Mo08HH1450,16,M
1451,Mo08HH1451,70,M
1452,Mo08HH1452,37,F
1453,Mo08HH1453,25,M
1454,Mo08HH1454,22,M
1455,Mo08HH1455,45,F
1456,Mo08HH1456,47,F
1457,Mo08HH1457,65,M
1458,Mo08HH1458,65,M
1459,Mo08HH1459,72,F
1460,Mo08HH1460,19,M
1461,Mo08HH1461,61,F
1462,Mo08HH1462,50,M
1463,Mo08HH1463,50,F
1464,Mo08HH1464,14,F
1465,Mo08HH1465,45,F
1466,Mo08HH1466,58,M
1467,Mo08HH1467,45,M
1468,Mo08HH1468,46,F
1469,Mo08HH1469,19,M
1470,Mo08HH1470,33,M
1471,Mo08HH1471,52,M
1472,Mo08HH1472,46,M
1473,Mo08HH1473,17,F
1474,Mo08HH1474,16,M
1475,Mo08HH1475,75,F
1476,Mo08HH1476,46,M
1477,Mo08HH1477,15,F
1478,Mo08HH1478,82,M
1479,Mo08HH1479,53,M
1480,Mo08HH1480,47,F
1481,Mo08HH1481,82,F
1482,Mo08HH1482,17,M
1483,Mo08HH1483,45,F
1484,Mo08HH1484,28,M
1485,Mo08HH1485,53,F
1486,Mo08HH1486,52,F
1487,Mo08HH1487,75,F
1488,Mo08HH1488,45,F
1489,Mo08HH1489,24,M
1490,Mo08HH1490,23,M
1491,Mo08HH1491,20,F
1492,Mo08HH1492,25,M
1493,Mo08HH1493,22,M
1494,Mo08HH1494,20,F
1495,Mo08HH1495,21,F
1496,Mo08HH1496,20,F
1497,Mo08HH1497,21,F
1498,Mo08HH1498,26,M
1499,Mo08HH1499,24,F
1500,Mo08HH1500,17,F
1501,Mo08HH1501,18,F
1502,Mo08HH1502,63,M
1503,Mo08HH1503,44,M
1504,Mo08HH1504,50,F
1505,Mo08HH1505,73,M
1506,Mo08HH1506,36,M
1507,Mo08HH1507,27,M
1508,Mo08HH1508,32,F
1509,Mo08HH1509,35,F
1510,Mo08HH1510,,
1511,Mo08HH1511,,
1512,Mo08HH1512,,
1513,Mo08HH1513,53,M
1514,Mo08HH1514,39,F
1515,Mo08HH1515,43,F
1516,Mo08HH1516,49,F
1517,Mo08HH1517,24,F
1518,Mo08HH1518,21,F
1519,Mo08HH1519,,
1520,Mo08HH1520,,
1521,Mo08HH1521,27,F
1522,Mo08HH1522,50,F
1523,Mo08HH1523,58,M
1524,Mo08HH1524,35,M
1525,Mo08HH1525,60,F
1526,Mo08HH1526,51,M
1527,Mo08HH1527,72,F
1528,Mo08HH1528,16,M
1529,Mo08HH1529,45,F
1530,Mo08HH1530,69,F
1531,Mo08HH1531,69,F
1532,Mo08HH1532,18,F
1533,Mo08HH1533,59,M
1534,Mo08HH1534,74,M
1535,Mo08HH1535,76,F
1536,Mo08HH1536,58,F
1537,Mo08HH1537,38,F
1538,Mo08HH1538,36,M
1539,Mo08HH1539,26,M
1540,Mo08HH1540,44,M
1541,Mo08HH1541,22,M
1542,Mo08HH1542,22,F
1543,Mo08HH1543,20,F
1544,Mo08HH1544,26,F
1545,Mo08HH1545,20,F
1546,Mo08HH1546,17,M
1547,Mo08HH1547,68,M
1548,Mo08HH1548,52,F
1549,Mo08HH1549,65,M
1550,Mo08HH1550,71,F
1551,Mo08HH1551,53,M
1552,Mo08HH1552,65,M
1553,Mo08HH1553,28,M
1554,Mo08HH1554,64,F
1555,Mo08HH1555,46,F
1556,Mo08HH1556,70,M
1557,Mo08HH1557,45,M
1558,Mo08HH1558,37,F
1559,Mo08HH1559,45,F
1560,Mo08HH1560,75,F
1561,Mo08HH1561,22,F
1562,Mo08HH1562,40,M
1563,Mo08HH1563,35,F
1564,Mo08HH1564,52,M
1565,Mo08HH1565,29,M
1566,Mo08HH1566,38,F
1567,Mo08HH1567,64,F
1568,Mo08HH1568,52,F
1569,Mo08HH1569,51,M
1570,Mo08HH1570,35,F
1571,Mo08HH1571,16,F
1572,Mo08HH1572,52,F
1573,Mo08HH1573,34,F
1574,Mo08HH1574,48,F
1575,Mo08HH1575,37,F
1576,Mo08HH1576,22,F
1577,Mo08HH1577,25,M
1578,Mo08HH1578,42,F
1579,Mo08HH1579,42,F
1580,Mo08HH1580,22,M
1581,Mo08HH1581,21,F
1582,Mo08HH1582,17,F
1583,Mo08HH1583,48,F
1584,Mo08HH1584,65,F
1585,Mo08HH1585,50,F
1586,Mo08HH1586,53,F
1587,Mo08HH1587,43,F
1588,Mo08HH1588,52,F
1589,Mo08HH1589,41,M
1590,Mo08HH1590,46,F
1591,Mo08HH1591,62,M
1592,Mo08HH1592,33,M
1593,Mo08HH1593,69,F
1594,Mo08HH1594,37,M
1595,Mo08HH1595,44,F
1596,Mo08HH1596,19,M
1597,Mo08HH1597,22,F
1598,Mo08HH1598,64,F
1599,Mo08HH1599,62,M
1600,Mo08HH1600,52,F
1601,Mo08HH1601,42,M
1602,Mo08HH1602,61,F
1603,Mo08HH1603,62,F
1604,Mo08HH1604,19,M
1605,Mo08HH1605,45,M
1606,Mo08HH1606,20,F
1607,Mo08HH1607,47,M
1608,Mo08HH1608,43,F
1609,Mo08HH1609,64,F
1610,Mo08HH1610,33,M
1611,Mo08HH1611,53,M
1612,Mo08HH1612,16,F
1613,Mo08HH1613,41,F
1614,Mo08HH1614,51,M
1615,Mo08HH1615,24,M
1616,Mo08HH1616,68,F
1617,Mo08HH1617,73,M
1618,Mo08HH1618,18,F
1619,Mo08HH1619,37,M
1620,Mo08HH1620,16,M
1621,Mo08HH1621,,
1622,Mo08HH1622,,
1623,Mo08HH1623,,
1624,Mo08HH1624,52,M
1625,Mo08HH1625,62,F
1626,Mo08HH1626,15,F
1627,Mo08HH1627,58,M
1628,Mo08HH1628,27,F
1629,Mo08HH1629,29,F
1630,Mo08HH1630,31,F
1631,Mo08HH1631,65,F
1632,Mo08HH1632,68,F
1633,Mo08HH1633,14,M
1634,Mo08HH1634,40,M
1635,Mo08HH1635,28,M
1636,Mo08HH1636,65,F
1637,Mo08HH1637,50,M
1638,Mo08HH1638,53,M
1639,Mo08HH1639,56,M
1640,Mo08HH1640,30,F
1641,Mo08HH1641,18,F
1642,Mo08HH1642,26,F
1643,Mo08HH1643,18,M
1644,Mo08HH1644,70,F
1645,Mo08HH1645,33,F
1646,Mo08HH1646,32,F
1647,Mo08HH1647,51,M
1648,Mo08HH1648,26,F
1649,Mo08HH1649,50,M
1650,Mo08HH1650,41,F
1651,Mo08HH1651,23,F
1652,Mo08HH1652,30,M
1653,Mo08HH1653,18,F
1654,Mo08HH1654,18,M
1655,Mo08HH1655,22,M
1656,Mo08HH1656,16,M
1657,Mo08HH1657,19,M
1658,Mo08HH1658,15,F
1659,Mo08HH1659,44,F
1660,Mo08HH1660,,
1661,Mo08HH1661,34,F
1662,Mo08HH1662,16,F
1663,Mo08HH1663,21,F
1664,Mo08HH1664,50,F
1665,Mo08HH1665,38,M
1666,Mo08HH1666,16,F
1667,Mo08HH1667,16,M
1668,Mo08HH1668,18,M
1669,Mo08HH1669,41,F
1670,Mo08HH1670,19,M
1671,Mo08HH1671,21,F
1672,Mo08HH1672,51,M
1673,Mo08HH1673,20,F
1674,Mo08HH1674,18,M
1675,Mo08HH1675,60,M
1676,Mo08HH1676,14,M
1677,Mo08HH1677,22,F
1678,Mo08HH1678,53,M
1679,Mo08HH1679,65,F
1680,Mo08HH1680,23,M
1681,Mo08HH1681,15,F
1682,Mo08HH1682,63,F
1683,Mo08HH1683,55,M
1684,Mo08HH1684,18,M
1685,Mo08HH1685,45,F
1686,Mo08HH1686,19,F
1687,Mo08HH1687,52,M
1688,Mo08HH1688,48,M
1689,Mo08HH1689,49,M
1690,Mo08HH1690,68,M
1691,Mo08HH1691,61,F
1692,Mo08HH1692,30,F
1693,Mo08HH1693,55,M
1694,Mo08HH1694,36,F
1695,Mo08HH1695,55,F
1696,Mo08HH1696,25,M
1697,Mo08HH1697,23,F
1698,Mo08HH1698,55,F
1699,Mo08HH1699,81,F
1700,Mo08HH1700,45,M
1701,Mo08HH1701,43,M
1702,Mo08HH1702,,
1703,Mo08HH1703,16,M
1704,Mo08HH1704,21,F
1705,Mo08HH1705,21,F
1706,Mo08HH1706,20,M
1707,Mo08HH1707,26,M
1708,Mo08HH1708,19,F
1709,Mo08HH1709,23,M
1710,Mo08HH1710,21,M
1711,Mo08HH1711,57,F
1712,Mo08HH1712,59,F
1713,Mo08HH1713,48,M
1714,Mo08HH1714,65,F
1715,Mo08HH1715,72,F
1716,Mo08HH1716,68,M
1717,Mo08HH1717,43,F
1718,Mo08HH1718,25,M
1719,Mo08HH1719,47,M
1720,Mo08HH1720,46,F
1721,Mo08HH1721,65,M
1722,Mo08HH1722,56,F
1723,Mo08HH1723,21,M
1724,Mo08HH1724,24,M
1725,Mo08HH1725,64,M
1726,Mo08HH1726,61,F
1727,Mo08HH1727,59,M
1728,Mo08HH1728,23,M
1729,Mo08HH1729,62,F
1730,Mo08HH1730,36,F
1731,Mo08HH1731,23,M
1732,Mo08HH1732,71,M
1733,Mo08HH1733,65,F
1734,Mo08HH1734,71,F
1735,Mo08HH1735,74,F
1736,Mo08HH1736,54,M
1737,Mo08HH1737,52,F
1738,Mo08HH1738,49,F
1739,Mo08HH1739,23,M
1740,Mo08HH1740,56,M
1741,Mo08HH1741,53,M
1742,Mo08HH1742,74,M
1743,Mo08HH1743,55,M
1744,Mo08HH1744,15,F
1745,Mo08HH1745,24,F
1746,Mo08HH1746,20,F
1747,Mo08HH1747,23,M
1748,Mo08HH1748,22,M
1749,Mo08HH1749,43,F
1750,Mo08HH1750,42,M
1751,Mo08HH1751,46,F
1752,Mo08HH1752,42,F
1753,Mo08HH1753,24,M
1754,Mo08HH1754,35,M
1755,Mo08HH1755,17,M
1756,Mo08HH1756,19,F
1757,Mo08HH1757,,F
1758,Mo08HH1758,53,F
1759,Mo08HH1759,30,F
1760,Mo08HH1760,31,F
1761,Mo08HH1761,46,M
1762,Mo08HH1762,37,F
1763,Mo08HH1763,,F
1764,Mo08HH1764,,F
1765,Mo08HH1765,44,M
1766,Mo08HH1766,31,M
1767,Mo08HH1767,26,M
1768,Mo08HH1768,50,M
1769,Mo08HH1769,59,M
1770,Mo08HH1770,14,M
1771,Mo08HH1771,44,F
1772,Mo08HH1772,34,F
1773,Mo08HH1773,58,M
1774,Mo08HH1774,64,F
1775,Mo08HH1775,20,F
1776,Mo08HH1776,51,F
1777,Mo08HH1777,54,F
1778,Mo08HH1778,56,M
1779,Mo08HH1779,70,M
1780,Mo08HH1780,30,F
1781,Mo08HH1781,25,F
1782,Mo08HH1782,19,F
1783,Mo08HH1783,20,F
1784,Mo08HH1784,20,F
1785,Mo08HH1785,22,F
1786,Mo08HH1786,28,F
1787,Mo08HH1787,64,F
1788,Mo08HH1788,44,M
1789,Mo08HH1789,18,M
1790,Mo08HH1790,51,M
1791,Mo08HH1791,21,F
1792,Mo08HH1792,62,M
1793,Mo08HH1793,66,F
1794,Mo08HH1794,67,F
1795,Mo08HH1795,62,F
1796,Mo08HH1796,69,M
1797,Mo08HH1797,67,F
1798,Mo08HH1798,43,F
1799,Mo08HH1799,64,F
1800,Mo08HH1800,58,F
1801,Mo08HH1801,43,M
1802,Mo08HH1802,56,M
1803,Mo08HH1803,54,F
1804,Mo08HH1804,33,M
1805,Mo08HH1805,63,M
1806,Mo08HH1806,23,F
1807,Mo08HH1807,39,M
1808,Mo08HH1808,51,M
1809,Mo08HH1809,82,F
1810,Mo08HH1810,45,M
1811,Mo08HH1811,83,F
1812,Mo08HH1812,18,F
1813,Mo08HH1813,45,M
1814,Mo08HH1814,42,F
1815,Mo08HH1815,58,F
1816,Mo08HH1816,34,M
1817,Mo08HH1817,16,F
1818,Mo08HH1818,14,M
1819,Mo08HH1819,58,F
1820,Mo08HH1820,40,F
1821,Mo08HH1821,43,F
1822,Mo08HH1822,52,F
1823,Mo08HH1823,38,M
1824,Mo08HH1824,40,M
1825,Mo08HH1825,14,M
1826,Mo08HH1826,76,F
1827,Mo08HH1827,72,F
1828,Mo08HH1828,28,F
1829,Mo08HH1829,26,F
1830,Mo08HH1830,37,M
1831,Mo08HH1831,24,M
1832,Mo08HH1832,60,M
1833,Mo08HH1833,,M
1834,Mo08HH1834,62,F
1835,Mo08HH1835,28,F
1836,Mo08HH1836,39,F
1837,Mo08HH1837,41,M
1838,Mo08HH1838,50,F
1839,Mo08HH1839,53,M
1840,Mo08HH1840,40,M
1841,Mo08HH1841,15,F
1842,Mo08HH1842,16,M
1843,Mo08HH1843,44,M
1844,Mo08HH1844,48,M
1845,Mo08HH1845,49,F
1846,Mo08HH1846,43,F
1847,Mo08HH1847,64,F
1848,Mo08HH1848,45,F
1849,Mo08HH1849,54,F
1850,Mo08HH1850,16,M
1851,Mo08HH1851,42,M
1852,Mo08HH1852,63,M
1853,Mo08HH1853,24,F
1854,Mo08HH1854,45,F
1855,Mo08HH1855,19,M
1856,Mo08HH1856,64,M
1857,Mo08HH1857,46,M
1858,Mo08HH1858,44,M
1859,Mo08HH1859,49,M
1860,Mo08HH1860,47,F
1861,Mo08HH1861,82,F
1862,Mo08HH1862,45,F
1863,Mo08HH1863,55,F
1864,Mo08HH1864,18,F
1865,Mo08HH1865,19,M
1866,Mo08HH1866,67,F
1867,Mo08HH1867,48,F
1868,Mo08HH1868,22,M
1869,Mo08HH1869,25,M
1870,Mo08HH1870,67,M
1871,Mo08HH1871,20,F
1872,Mo08HH1872,34,F
1873,Mo08HH1873,35,M
1874,Mo08HH1874,46,F
