hh_id,country,hh_size
Mo08HH1070,DE,4
Mo08HH1071,DE,4
Mo08HH1072,DE,4
Mo08HH1073,DE,3
Mo08HH1074,DE,3
Mo08HH1075,DE,6
Mo08HH1076,DE,3
Mo08HH1077,DE,3
Mo08HH1078,DE,3
Mo08HH1079,DE,3
Mo08HH1080,DE,4
Mo08HH1081,DE,2
Mo08HH1082,DE,5
Mo08HH1083,DE,4
Mo08HH1084,DE,4
Mo08HH1085,DE,3
Mo08HH1086,DE,3
Mo08HH1087,DE,4
Mo08HH1088,DE,2
Mo08HH1089,DE,4
Mo08HH1090,DE,3
Mo08HH1091,DE,3
Mo08HH1092,DE,4
Mo08HH1093,DE,3
Mo08HH1094,DE,3
Mo08HH1095,DE,3
Mo08HH1096,DE,4
Mo08HH1097,DE,4
Mo08HH1098,DE,5
Mo08HH1099,DE,3
Mo08HH1100,DE,4
Mo08HH1101,DE,3
Mo08HH1102,DE,3
Mo08HH1103,DE,3
Mo08HH1104,DE,2
Mo08HH1105,DE,4
Mo08HH1106,DE,5
Mo08HH1107,DE,5
Mo08HH1108,DE,4
Mo08HH1109,DE,5
Mo08HH1110,DE,3
Mo08HH1111,DE,4
Mo08HH1112,DE,3
Mo08HH1113,DE,4
Mo08HH1114,DE,3
Mo08HH1115,DE,4
Mo08HH1116,DE,4
Mo08HH1117,DE,3
Mo08HH1118,DE,3
Mo08HH1119,DE,3
Mo08HH1120,DE,3
Mo08HH1121,DE,4
Mo08HH1122,DE,4
Mo08HH1123,DE,3
Mo08HH1124,DE,2
Mo08HH1125,DE,2
Mo08HH1126,DE,3
Mo08HH1127,DE,3
Mo08HH1128,DE,3
Mo08HH1129,DE,4
Mo08HH1130,DE,3
Mo08HH1131,DE,5
Mo08HH1132,DE,3
Mo08HH1133,DE,5
Mo08HH1134,DE,3
Mo08HH1135,DE,3
Mo08HH1136,DE,2
Mo08HH1137,DE,2
Mo08HH1138,DE,4
Mo08HH1139,DE,2
Mo08HH1140,DE,4
Mo08HH1141,DE,1
Mo08HH1142,DE,4
Mo08HH1143,DE,7
Mo08HH1144,DE,4
Mo08HH1145,DE,4
Mo08HH1146,DE,4
Mo08HH1147,DE,1
Mo08HH1148,DE,2
Mo08HH1149,DE,2
Mo08HH1150,DE,2
Mo08HH1151,DE,2
Mo08HH1152,DE,2
Mo08HH1153,DE,3
Mo08HH1154,DE,2
Mo08HH1155,DE,1
Mo08HH1156,DE,2
Mo08HH1157,DE,1
Mo08HH1158,DE,2
Mo08HH1159,DE,2
Mo08HH1160,DE,1
Mo08HH1161,DE,2
Mo08HH1162,DE,1
Mo08HH1163,DE,4
Mo08HH1164,DE,2
Mo08HH1165,DE,3
Mo08HH1166,DE,4
Mo08HH1167,DE,6
Mo08HH1168,DE,4
Mo08HH1169,DE,4
Mo08HH1170,DE,2
Mo08HH1171,DE,2
Mo08HH1172,DE,1
Mo08HH1173,DE,2
Mo08HH1174,DE,2
Mo08HH1175,DE,3
Mo08HH1176,DE,2
Mo08HH1177,DE,3
Mo08HH1178,DE,2
Mo08HH1179,DE,1
Mo08HH1180,DE,2
Mo08HH1181,DE,2
Mo08HH1182,DE,2
Mo08HH1183,DE,1
Mo08HH1184,DE,4
Mo08HH1185,DE,1
Mo08HH1186,DE,4
Mo08HH1187,DE,2
Mo08HH1188,DE,5
Mo08HH1189,DE,1
Mo08HH1190,DE,4
Mo08HH1191,DE,3
Mo08HH1192,DE,3
Mo08HH1193,DE,4
Mo08HH1194,DE,5
Mo08HH1195,DE,2
Mo08HH1196,DE,4
Mo08HH1197,DE,4
Mo08HH1198,DE,3
Mo08HH1199,DE,5
Mo08HH1200,DE,3
Mo08HH1201,DE,2
Mo08HH1202,DE,1
Mo08HH1203,DE,1
Mo08HH1204,DE,4
Mo08HH1205,DE,3
Mo08HH1206,DE,3
Mo08HH1207,DE,4
Mo08HH1208,DE,1
Mo08HH1209,DE,1
Mo08HH1210,DE,4
Mo08HH1211,DE,5
Mo08HH1212,DE,5
Mo08HH1213,DE,4
Mo08HH1214,DE,3
Mo08HH1215,DE,2
Mo08HH1216,DE,3
Mo08HH1217,DE,2
Mo08HH1218,DE,2
Mo08HH1219,DE,3
Mo08HH1220,DE,1
Mo08HH1221,DE,3
Mo08HH1222,DE,3
Mo08HH1223,DE,1
Mo08HH1224,DE,1
Mo08HH1225,DE,1
Mo08HH1226,DE,2
Mo08HH1227,DE,2
Mo08HH1228,DE,3
Mo08HH1229,DE,3
Mo08HH1230,DE,2
Mo08HH1231,DE,3
Mo08HH1232,DE,1
Mo08HH1233,DE,4
Mo08HH1234,DE,4
Mo08HH1235,DE,3
Mo08HH1236,DE,2
Mo08HH1237,DE,3
Mo08HH1238,DE,3
Mo08HH1239,DE,2
Mo08HH1240,DE,2
Mo08HH1241,DE,3
Mo08HH1242,DE,2
Mo08HH1243,DE,5
Mo08HH1244,DE,1
Mo08HH1245,DE,1
Mo08HH1246,DE,2
Mo08HH1247,DE,2
Mo08HH1248,DE,4
Mo08HH1249,DE,2
Mo08HH1250,DE,2
Mo08HH1251,DE,1
Mo08HH1252,DE,2
Mo08HH1253,DE,2
Mo08HH1254,DE,1
Mo08HH1255,DE,2
Mo08HH1256,DE,2
Mo08HH1257,DE,4
Mo08HH1258,DE,2
Mo08HH1259,DE,1
Mo08HH1260,DE,3
Mo08HH1261,DE,4
Mo08HH1262,DE,3
Mo08HH1263,DE,2
Mo08HH1264,DE,2
Mo08HH1265,DE,2
Mo08HH1266,DE,3
Mo08HH1267,DE,3
Mo08HH1268,DE,2
Mo08HH1269,DE,2
Mo08HH1270,DE,3
Mo08HH1271,DE,4
Mo08HH1272,DE,4
Mo08HH1273,DE,4
Mo08HH1274,DE,2
Mo08HH1275,DE,4
Mo08HH1276,DE,3
Mo08HH1277,DE,1
Mo08HH1278,DE,4
Mo08HH1279,DE,2
Mo08HH1280,DE,1
Mo08HH1281,DE,4
Mo08HH1282,DE,1
Mo08HH1283,DE,2
Mo08HH1284,DE,2
Mo08HH1285,DE,1
Mo08HH1286,DE,1
Mo08HH1287,DE,1
Mo08HH1288,DE,1
Mo08HH1289,DE,3
Mo08HH1290,DE,2
Mo08HH1291,DE,3
Mo08HH1292,DE,4
Mo08HH1293,DE,3
Mo08HH1294,DE,3
Mo08HH1295,DE,3
Mo08HH1296,DE,3
Mo08HH1297,DE,5
Mo08HH1298,DE,4
Mo08HH1299,DE,1
Mo08HH1300,DE,3
Mo08HH1301,DE,1
Mo08HH1302,DE,2
Mo08HH1303,DE,1
Mo08HH1304,DE,1
Mo08HH1305,DE,2
Mo08HH1306,DE,3
Mo08HH1307,DE,2
Mo08HH1308,DE,1
Mo08HH1309,DE,1
Mo08HH1310,DE,1
Mo08HH1311,DE,2
Mo08HH1312,DE,1
Mo08HH1313,DE,2
Mo08HH1314,DE,3
Mo08HH1315,DE,4
Mo08HH1316,DE,4
Mo08HH1317,DE,2
Mo08HH1318,DE,5
Mo08HH1319,DE,4
Mo08HH1320,DE,1
Mo08HH1321,DE,4
Mo08HH1322,DE,3
Mo08HH1323,DE,2
Mo08HH1324,DE,2
Mo08HH1325,DE,2
Mo08HH1326,DE,2
Mo08HH1327,DE,3
Mo08HH1328,DE,1
Mo08HH1329,DE,1
Mo08HH1330,DE,3
Mo08HH1331,DE,1
Mo08HH1332,DE,2
Mo08HH1333,DE,2
Mo08HH1334,DE,2
Mo08HH1335,DE,3
Mo08HH1336,DE,3
Mo08HH1337,DE,2
Mo08HH1338,DE,3
Mo08HH1339,DE,5
Mo08HH1340,DE,2
Mo08HH1341,DE,3
Mo08HH1342,DE,2
Mo08HH1343,DE,2
Mo08HH1344,DE,2
Mo08HH1345,DE,3
Mo08HH1346,DE,3
Mo08HH1347,DE,3
Mo08HH1348,DE,2
Mo08HH1349,DE,2
Mo08HH1350,DE,2
Mo08HH1351,DE,2
Mo08HH1352,DE,1
Mo08HH1353,DE,1
Mo08HH1354,DE,2
Mo08HH1355,DE,3
Mo08HH1356,DE,2
Mo08HH1357,DE,2
Mo08HH1358,DE,5
Mo08HH1359,DE,1
Mo08HH1360,DE,4
Mo08HH1361,DE,2
Mo08HH1362,DE,1
Mo08HH1363,DE,3
Mo08HH1364,DE,4
Mo08HH1365,DE,3
Mo08HH1366,DE,3
Mo08HH1367,DE,2
Mo08HH1368,DE,2
Mo08HH1369,DE,3
Mo08HH1370,DE,2
Mo08HH1371,DE,2
Mo08HH1372,DE,2
Mo08HH1373,DE,4
Mo08HH1374,DE,2
Mo08HH1375,DE,3
Mo08HH1376,DE,2
Mo08HH1377,DE,2
Mo08HH1378,DE,1
Mo08HH1379,DE,2
Mo08HH1380,DE,4
Mo08HH1381,DE,2
Mo08HH1382,DE,1
Mo08HH1383,DE,4
Mo08HH1384,DE,3
Mo08HH1385,DE,2
Mo08HH1386,DE,1
Mo08HH1387,DE,2
Mo08HH1388,DE,3
Mo08HH1389,DE,3
Mo08HH1390,DE,2
Mo08HH1391,DE,3
Mo08HH1392,DE,2
Mo08HH1393,DE,5
Mo08HH1394,DE,3
Mo08HH1395,DE,5
Mo08HH1396,DE,2
Mo08HH1397,DE,4
Mo08HH1398,DE,3
Mo08HH1399,DE,1
Mo08HH1400,DE,4
Mo08HH1401,DE,2
Mo08HH1402,DE,4
Mo08HH1403,DE,2
Mo08HH1404,DE,1
Mo08HH1405,DE,3
Mo08HH1406,DE,1
Mo08HH1407,DE,1
Mo08HH1408,DE,2
Mo08HH1409,DE,4
Mo08HH1410,DE,2
Mo08HH1411,DE,4
Mo08HH1412,DE,3
Mo08HH1413,DE,4
Mo08HH1414,DE,1
Mo08HH1415,DE,2
Mo08HH1416,DE,2
Mo08HH1417,DE,2
Mo08HH1418,DE,2
Mo08HH1419,DE,3
Mo08HH1420,DE,1
Mo08HH1421,DE,2
Mo08HH1422,DE,4
Mo08HH1423,DE,2
Mo08HH1424,DE,1
Mo08HH1425,DE,1
Mo08HH1426,DE,1
Mo08HH1427,DE,1
Mo08HH1428,DE,2
Mo08HH1429,DE,1
Mo08HH1430,DE,2
Mo08HH1431,DE,3
Mo08HH1432,DE,2
Mo08HH1433,DE,1
Mo08HH1434,DE,1
Mo08HH1435,DE,2
Mo08HH1436,DE,4
Mo08HH1437,DE,1
Mo08HH1438,DE,2
Mo08HH1439,DE,3
Mo08HH1440,DE,3
Mo08HH1441,DE,1
Mo08HH1442,DE,3
Mo08HH1443,DE,2
Mo08HH1444,DE,3
Mo08HH1445,DE,3
Mo08HH1446,DE,3
Mo08HH1447,DE,3
Mo08HH1448,DE,2
Mo08HH1449,DE,3
Mo08HH1450,DE,4
Mo08HH1451,DE,2
Mo08HH1452,DE,3
Mo08HH1453,DE,3
Mo08HH1454,DE,3
Mo08HH1455,DE,3
Mo08HH1456,DE,1
Mo08HH1457,DE,2
Mo08HH1458,DE,2
Mo08HH1459,DE,2
Mo08HH1460,DE,4
Mo08HH1461,DE,2
Mo08HH1462,DE,2
Mo08HH1463,DE,2
Mo08HH1464,DE,3
Mo08HH1465,DE,1
Mo08HH1466,DE,1
Mo08HH1467,DE,1
Mo08HH1468,DE,2
Mo08HH1469,DE,1
Mo08HH1470,DE,1
Mo08HH1471,DE,1
Mo08HH1472,DE,2
Mo08HH1473,DE,3
Mo08HH1474,DE,2
Mo08HH1475,DE,2
Mo08HH1476,DE,1
Mo08HH1477,DE,2
Mo08HH1478,DE,1
Mo08HH1479,DE,2
Mo08HH1480,DE,1
Mo08HH1481,DE,1
Mo08HH1482,DE,5
Mo08HH1483,DE,1
Mo08HH1484,DE,1
Mo08HH1485,DE,1
Mo08HH1486,DE,2
Mo08HH1487,DE,1
Mo08HH1488,DE,3
Mo08HH1489,DE,5
Mo08HH1490,DE,3
Mo08HH1491,DE,2
Mo08HH1492,DE,2
Mo08HH1493,DE,2
Mo08HH1494,DE,3
Mo08HH1495,DE,3
Mo08HH1496,DE,2
Mo08HH1497,DE,1
Mo08HH1498,DE,1
Mo08HH1499,DE,2
Mo08HH1500,DE,2
Mo08HH1501,DE,3
Mo08HH1502,DE,2
Mo08HH1503,DE,2
Mo08HH1504,DE,2
Mo08HH1505,DE,2
Mo08HH1506,DE,4
Mo08HH1507,DE,2
Mo08HH1508,DE,2
Mo08HH1509,DE,1
Mo08HH1510,DE,4
Mo08HH1511,DE,4
Mo08HH1512,DE,1
Mo08HH1513,DE,1
Mo08HH1514,DE,3
Mo08HH1515,DE,2
Mo08HH1516,DE,2
Mo08HH1517,DE,1
Mo08HH1518,DE,1
Mo08HH1519,DE,3
Mo08HH1520,DE,2
Mo08HH1521,DE,1
Mo08HH1522,DE,2
Mo08HH1523,DE,1
Mo08HH1524,DE,1
Mo08HH1525,DE,2
Mo08HH1526,DE,1
Mo08HH1527,DE,1
Mo08HH1528,DE,6
Mo08HH1529,DE,2
Mo08HH1530,DE,2
Mo08HH1531,DE,1
Mo08HH1532,DE,3
Mo08HH1533,DE,1
Mo08HH1534,DE,3
Mo08HH1535,DE,1
Mo08HH1536,DE,2
Mo08HH1537,DE,1
Mo08HH1538,DE,5
Mo08HH1539,DE,1
Mo08HH1540,DE,4
Mo08HH1541,DE,1
Mo08HH1542,DE,3
Mo08HH1543,DE,2
Mo08HH1544,DE,1
Mo08HH1545,DE,3
Mo08HH1546,DE,4
Mo08HH1547,DE,1
Mo08HH1548,DE,2
Mo08HH1549,DE,2
Mo08HH1550,DE,1
Mo08HH1551,DE,2
Mo08HH1552,DE,2
Mo08HH1553,DE,2
Mo08HH1554,DE,2
Mo08HH1555,DE,3
Mo08HH1556,DE,2
Mo08HH1557,DE,3
Mo08HH1558,DE,3
Mo08HH1559,DE,3
Mo08HH1560,DE,2
Mo08HH1561,DE,2
Mo08HH1562,DE,2
Mo08HH1563,DE,1
Mo08HH1564,DE,4
Mo08HH1565,DE,1
Mo08HH1566,DE,3
Mo08HH1567,DE,1
Mo08HH1568,DE,2
Mo08HH1569,DE,1
Mo08HH1570,DE,5
Mo08HH1571,DE,3
Mo08HH1572,DE,2
Mo08HH1573,DE,2
Mo08HH1574,DE,4
Mo08HH1575,DE,2
Mo08HH1576,DE,2
Mo08HH1577,DE,2
Mo08HH1578,DE,1
Mo08HH1579,DE,2
Mo08HH1580,DE,3
Mo08HH1581,DE,1
Mo08HH1582,DE,4
Mo08HH1583,DE,2
Mo08HH1584,DE,2
Mo08HH1585,DE,3
Mo08HH1586,DE,2
Mo08HH1587,DE,2
Mo08HH1588,DE,3
Mo08HH1589,DE,4
Mo08HH1590,DE,3
Mo08HH1591,DE,2
Mo08HH1592,DE,2
Mo08HH1593,DE,1
Mo08HH1594,DE,2
Mo08HH1595,DE,4
Mo08HH1596,DE,3
Mo08HH1597,DE,3
Mo08HH1598,DE,2
Mo08HH1599,DE,2
Mo08HH1600,DE,2
Mo08HH1601,DE,2
Mo08HH1602,DE,1
Mo08HH1603,DE,2
Mo08HH1604,DE,3
Mo08HH1605,DE,1
Mo08HH1606,DE,2
Mo08HH1607,DE,1
Mo08HH1608,DE,1
Mo08HH1609,DE,2
Mo08HH1610,DE,3
Mo08HH1611,DE,4
Mo08HH1612,DE,4
Mo08HH1613,DE,4
Mo08HH1614,DE,4
Mo08HH1615,DE,1
Mo08HH1616,DE,2
Mo08HH1617,DE,2
Mo08HH1618,DE,3
Mo08HH1619,DE,3
Mo08HH1620,DE,4
Mo08HH1621,DE,3
Mo08HH1622,DE,3
Mo08HH1623,DE,3
Mo08HH1624,DE,4
Mo08HH1625,DE,2
Mo08HH1626,DE,5
Mo08HH1627,DE,2
Mo08HH1628,DE,1
Mo08HH1629,DE,1
Mo08HH1630,DE,3
Mo08HH1631,DE,2
Mo08HH1632,DE,1
Mo08HH1633,DE,3
Mo08HH1634,DE,3
Mo08HH1635,DE,2
Mo08HH1636,DE,1
Mo08HH1637,DE,2
Mo08HH1638,DE,2
Mo08HH1639,DE,2
Mo08HH1640,DE,2
Mo08HH1641,DE,5
Mo08HH1642,DE,1
Mo08HH1643,DE,2
Mo08HH1644,DE,1
Mo08HH1645,DE,1
Mo08HH1646,DE,2
Mo08HH1647,DE,1
Mo08HH1648,DE,2
Mo08HH1649,DE,1
Mo08HH1650,DE,4
Mo08HH1651,DE,1
Mo08HH1652,DE,2
Mo08HH1653,DE,1
Mo08HH1654,DE,3
Mo08HH1655,DE,3
Mo08HH1656,DE,5
Mo08HH1657,DE,1
Mo08HH1658,DE,4
Mo08HH1659,DE,2
Mo08HH1660,DE,3
Mo08HH1661,DE,5
Mo08HH1662,DE,2
Mo08HH1663,DE,2
Mo08HH1664,DE,2
Mo08HH1665,DE,6
Mo08HH1666,DE,3
Mo08HH1667,DE,7
Mo08HH1668,DE,2
Mo08HH1669,DE,1
Mo08HH1670,DE,3
Mo08HH1671,DE,3
Mo08HH1672,DE,3
Mo08HH1673,DE,4
Mo08HH1674,DE,3
Mo08HH1675,DE,3
Mo08HH1676,DE,4
Mo08HH1677,DE,1
Mo08HH1678,DE,1
Mo08HH1679,DE,2
Mo08HH1680,DE,1
Mo08HH1681,DE,3
Mo08HH1682,DE,1
Mo08HH1683,DE,2
Mo08HH1684,DE,4
Mo08HH1685,DE,4
Mo08HH1686,DE,3
Mo08HH1687,DE,4
Mo08HH1688,DE,1
Mo08HH1689,DE,3
Mo08HH1690,DE,2
Mo08HH1691,DE,1
Mo08HH1692,DE,3
Mo08HH1693,DE,2
Mo08HH1694,DE,4
Mo08HH1695,DE,2
Mo08HH1696,DE,2
Mo08HH1697,DE,2
Mo08HH1698,DE,3
Mo08HH1699,DE,1
Mo08HH1700,DE,1
Mo08HH1701,DE,1
Mo08HH1702,DE,3
Mo08HH1703,DE,7
Mo08HH1704,DE,4
Mo08HH1705,DE,4
Mo08HH1706,DE,1
Mo08HH1707,DE,4
Mo08HH1708,DE,1
Mo08HH1709,DE,2
Mo08HH1710,DE,2
Mo08HH1711,DE,2
Mo08HH1712,DE,3
Mo08HH1713,DE,2
Mo08HH1714,DE,2
Mo08HH1715,DE,1
Mo08HH1716,DE,1
Mo08HH1717,DE,4
Mo08HH1718,DE,2
Mo08HH1719,DE,2
Mo08HH1720,DE,1
Mo08HH1721,DE,1
Mo08HH1722,DE,3
Mo08HH1723,DE,3
Mo08HH1724,DE,3
Mo08HH1725,DE,2
Mo08HH1726,DE,1
Mo08HH1727,DE,2
Mo08HH1728,DE,2
Mo08HH1729,DE,2
Mo08HH1730,DE,1
Mo08HH1731,DE,2
Mo08HH1732,DE,4
Mo08HH1733,DE,2
Mo08HH1734,DE,2
Mo08HH1735,DE,2
Mo08HH1736,DE,2
Mo08HH1737,DE,4
Mo08HH1738,DE,2
Mo08HH1739,DE,3
Mo08HH1740,DE,2
Mo08HH1741,DE,3
Mo08HH1742,DE,3
Mo08HH1743,DE,2
Mo08HH1744,DE,3
Mo08HH1745,DE,1
Mo08HH1746,DE,2
Mo08HH1747,DE,2
Mo08HH1748,DE,2
Mo08HH1749,DE,3
Mo08HH1750,DE,1
Mo08HH1751,DE,1
Mo08HH1752,DE,4
Mo08HH1753,DE,2
Mo08HH1754,DE,3
Mo08HH1755,DE,3
Mo08HH1756,DE,3
Mo08HH1757,DE,4
Mo08HH1758,DE,2
Mo08HH1759,DE,1
Mo08HH1760,DE,1
Mo08HH1761,DE,2
Mo08HH1762,DE,1
Mo08HH1763,DE,4
Mo08HH1764,DE,2
Mo08HH1765,DE,4
Mo08HH1766,DE,3
Mo08HH1767,DE,2
Mo08HH1768,DE,2
Mo08HH1769,DE,2
Mo08HH1770,DE,3
Mo08HH1771,DE,4
Mo08HH1772,DE,3
Mo08HH1773,DE,2
Mo08HH1774,DE,5
Mo08HH1775,DE,2
Mo08HH1776,DE,2
Mo08HH1777,DE,2
Mo08HH1778,DE,2
Mo08HH1779,DE,2
Mo08HH1780,DE,3
Mo08HH1781,DE,1
Mo08HH1782,DE,2
Mo08HH1783,DE,4
Mo08HH1784,DE,3
Mo08HH1785,DE,3
Mo08HH1786,DE,3
Mo08HH1787,DE,2
Mo08HH1788,DE,3
Mo08HH1789,DE,3
Mo08HH1790,DE,3
Mo08HH1791,DE,3
Mo08HH1792,DE,2
Mo08HH1793,DE,1
Mo08HH1794,DE,2
Mo08HH1795,DE,1
Mo08HH1796,DE,2
Mo08HH1797,DE,2
Mo08HH1798,DE,3
Mo08HH1799,DE,1
Mo08HH1800,DE,2
Mo08HH1801,DE,3
Mo08HH1802,DE,1
Mo08HH1803,DE,3
Mo08HH1804,DE,1
Mo08HH1805,DE,1
Mo08HH1806,DE,3
Mo08HH1807,DE,3
Mo08HH1808,DE,2
Mo08HH1809,DE,1
Mo08HH1810,DE,2
Mo08HH1811,DE,1
Mo08HH1812,DE,6
Mo08HH1813,DE,3
Mo08HH1814,DE,2
Mo08HH1815,DE,2
Mo08HH1816,DE,4
Mo08HH1817,DE,5
Mo08HH1818,DE,6
Mo08HH1819,DE,3
Mo08HH1820,DE,2
Mo08HH1821,DE,4
Mo08HH1822,DE,3
Mo08HH1823,DE,3
Mo08HH1824,DE,4
Mo08HH1825,DE,4
Mo08HH1826,DE,1
Mo08HH1827,DE,1
Mo08HH1828,DE,2
Mo08HH1829,DE,1
Mo08HH1830,DE,1
Mo08HH1831,DE,1
Mo08HH1832,DE,1
Mo08HH1833,DE,4
Mo08HH1834,DE,2
Mo08HH1835,DE,4
Mo08HH1836,DE,3
Mo08HH1837,DE,4
Mo08HH1838,DE,2
Mo08HH1839,DE,2
Mo08HH1840,DE,1
Mo08HH1841,DE,4
Mo08HH1842,DE,3
Mo08HH1843,DE,4
Mo08HH1844,DE,2
Mo08HH1845,DE,4
Mo08HH1846,DE,3
Mo08HH1847,DE,1
Mo08HH1848,DE,1
Mo08HH1849,DE,2
Mo08HH1850,DE,3
Mo08HH1851,DE,1
Mo08HH1852,DE,3
Mo08HH1853,DE,3
Mo08HH1854,DE,2
Mo08HH1855,DE,4
Mo08HH1856,DE,2
Mo08HH1857,DE,1
Mo08HH1858,DE,1
Mo08HH1859,DE,2
Mo08HH1860,DE,3
Mo08HH1861,DE,2
Mo08HH1862,DE,2
Mo08HH1863,DE,2
Mo08HH1864,DE,1
Mo08HH1865,DE,2
Mo08HH1866,DE,3
Mo08HH1867,DE,1
Mo08HH1868,DE,3
Mo08HH1869,DE,1
Mo08HH1870,DE,3
Mo08HH1871,DE,4
Mo08HH1872,DE,1
Mo08HH1873,DE,1
Mo08HH1874,DE,2
Mo08HH1875,DE,4
Mo08HH1876,DE,1
Mo08HH1877,DE,1
Mo08HH1878,DE,2
Mo08HH1879,DE,3
Mo08HH1880,DE,2
Mo08HH1881,DE,1
Mo08HH1882,DE,2
Mo08HH1883,DE,2
Mo08HH1884,DE,1
Mo08HH1885,DE,2
Mo08HH1886,DE,1
Mo08HH1887,DE,5
Mo08HH1888,DE,2
Mo08HH1889,DE,2
Mo08HH1890,DE,3
Mo08HH1891,DE,2
Mo08HH1892,DE,2
Mo08HH1893,DE,3
Mo08HH1894,DE,2
Mo08HH1895,DE,2
Mo08HH1896,DE,4
Mo08HH1897,DE,6
Mo08HH1898,DE,4
Mo08HH1899,DE,5
Mo08HH1900,DE,2
Mo08HH1901,DE,8
Mo08HH1902,DE,1
Mo08HH1903,DE,1
Mo08HH1904,DE,6
Mo08HH1905,DE,7
Mo08HH1906,DE,2
Mo08HH1907,DE,2
Mo08HH1908,DE,1
Mo08HH1909,DE,1
Mo08HH1910,DE,2
Mo08HH1911,DE,4
Mo08HH1912,DE,3
Mo08HH1913,DE,4
Mo08HH1914,DE,1
Mo08HH1915,DE,2
Mo08HH1916,DE,4
Mo08HH1917,DE,2
Mo08HH1918,DE,1
Mo08HH1919,DE,5
Mo08HH1920,DE,4
Mo08HH1921,DE,4
Mo08HH1922,DE,4
Mo08HH1923,DE,1
Mo08HH1924,DE,4
Mo08HH1925,DE,3
Mo08HH1926,DE,2
Mo08HH1927,DE,2
Mo08HH1928,DE,1
Mo08HH1929,DE,3
Mo08HH1930,DE,4
Mo08HH1931,DE,2
Mo08HH1932,DE,1
Mo08HH1933,DE,4
Mo08HH1934,DE,2
Mo08HH1935,DE,4
Mo08HH1936,DE,4
Mo08HH1937,DE,4
Mo08HH1938,DE,2
Mo08HH1939,DE,1
Mo08HH1940,DE,3
Mo08HH1941,DE,4
Mo08HH1942,DE,1
Mo08HH1943,DE,1
Mo08HH1944,DE,2
Mo08HH1945,DE,2
Mo08HH1946,DE,4
Mo08HH1947,DE,2
Mo08HH1948,DE,1
Mo08HH1949,DE,4
Mo08HH1950,DE,2
Mo08HH1951,DE,4
Mo08HH1952,DE,3
Mo08HH1953,DE,1
Mo08HH1954,DE,2
Mo08HH1955,DE,2
Mo08HH1956,DE,2
Mo08HH1957,DE,4
Mo08HH1958,DE,2
Mo08HH1959,DE,3
Mo08HH1960,DE,4
Mo08HH1961,DE,4
Mo08HH1962,DE,3
Mo08HH1963,DE,2
Mo08HH1964,DE,4
Mo08HH1965,DE,2
Mo08HH1966,DE,1
Mo08HH1967,DE,4
Mo08HH1968,DE,3
Mo08HH1969,DE,4
Mo08HH1970,DE,1
Mo08HH1971,DE,4
Mo08HH1972,DE,4
Mo08HH1973,DE,2
Mo08HH1974,DE,1
Mo08HH1975,DE,2
Mo08HH1976,DE,2
Mo08HH1977,DE,3
Mo08HH1978,DE,1
Mo08HH1979,DE,2
Mo08HH1980,DE,4
Mo08HH1981,DE,2
Mo08HH1982,DE,2
Mo08HH1983,DE,3
Mo08HH1984,DE,4
Mo08HH1985,DE,3
Mo08HH1986,DE,2
Mo08HH1987,DE,3
Mo08HH1988,DE,1
Mo08HH1989,DE,3
Mo08HH1990,DE,3
Mo08HH1991,DE,2
Mo08HH1992,DE,1
Mo08HH1993,DE,1
Mo08HH1994,DE,2
Mo08HH1995,DE,2
Mo08HH1996,DE,1
Mo08HH1997,DE,4
Mo08HH1998,DE,2
Mo08HH1999,DE,1
Mo08HH2000,DE,3
Mo08HH2001,DE,1
Mo08HH2002,DE,3
Mo08HH2003,DE,1
Mo08HH2004,DE,3
Mo08HH2005,DE,3
Mo08HH2006,DE,2
Mo08HH2007,DE,6
Mo08HH2008,DE,1
Mo08HH2009,DE,3
Mo08HH2010,DE,4
Mo08HH2011,DE,2
Mo08HH2012,DE,2
Mo08HH2013,DE,2
Mo08HH2014,DE,2
Mo08HH2015,DE,2
Mo08HH2016,DE,2
Mo08HH2017,DE,1
Mo08HH2018,DE,2
Mo08HH2019,DE,1
Mo08HH2020,DE,2
Mo08HH2021,DE,2
Mo08HH2022,DE,7
Mo08HH2023,DE,2
Mo08HH2024,DE,2
Mo08HH2025,DE,3
Mo08HH2026,DE,1
Mo08HH2027,DE,4
Mo08HH2028,DE,2
Mo08HH2029,DE,5
Mo08HH2030,DE,1
Mo08HH2031,DE,2
Mo08HH2032,DE,2
Mo08HH2033,DE,1
Mo08HH2034,DE,5
Mo08HH2035,DE,1
Mo08HH2036,DE,2
Mo08HH2037,DE,3
Mo08HH2038,DE,1
Mo08HH2039,DE,3
Mo08HH2040,DE,3
Mo08HH2041,DE,3
Mo08HH2042,DE,3
Mo08HH2043,DE,2
Mo08HH2044,DE,6
Mo08HH2045,DE,3
Mo08HH2046,DE,2
Mo08HH2047,DE,2
Mo08HH2048,DE,1
Mo08HH2049,DE,4
Mo08HH2050,DE,4
Mo08HH2051,DE,2
Mo08HH2052,DE,2
Mo08HH2053,DE,2
Mo08HH2054,DE,2
Mo08HH2055,DE,1
Mo08HH2056,DE,4
Mo08HH2057,DE,4
Mo08HH2058,DE,1
Mo08HH2059,DE,1
Mo08HH2060,DE,5
Mo08HH2061,DE,2
Mo08HH2062,DE,4
Mo08HH2063,DE,3
Mo08HH2064,DE,2
Mo08HH2065,DE,1
Mo08HH2066,DE,1
Mo08HH2067,DE,2
Mo08HH2068,DE,1
